Year,HYTCP,WYTCP,SOEGP,NUETP,GDP
1960,609.0,0.0,0.0,0.0,
1961,633.0,0.0,0.0,0.0,
1962,975.0,0.0,0.0,0.0,
1963,879.0,0.0,0.0,0.0,1353.0
1964,874.0,0.0,0.0,0.0,1405.0
1965,884.0,0.0,0.0,0.0,1448.0
1966,923.0,0.0,0.0,0.0,1509.0
1967,789.0,0.0,0.0,0.0,1541.0
1968,959.0,0.0,0.0,0.0,1671.0
1969,1097.0,0.0,0.0,0.0,1801.0
1970,1006.0,0.0,0.0,0.0,1943.0
1971,1312.0,0.0,0.0,0.0,2100.0
1972,1172.0,0.0,0.0,0.0,2356.0
1973,1209.0,0.0,0.0,0.0,2844.0
1974,1411.0,0.0,0.0,0.0,3470.0
1975,1120.0,0.0,0.0,0.0,3983.0
1976,1043.0,0.0,0.0,0.0,4722.0
1977,762.0,0.0,0.0,0.0,5540.0
1978,982.0,0.0,0.0,0.0,6689.0
1979,1053.0,0.0,0.0,0.0,8063.0
1980,1108.0,0.0,0.0,0.0,10428.0
1981,841.0,0.0,0.0,0.0,12703.0
1982,850.0,0.0,0.0,0.0,12422.0
1983,1150.0,0.0,0.0,1.0,11578.0
1984,1286.0,0.0,0.0,3.0,12152.0
1985,1068.0,0.0,0.0,3.0,12205.0
1986,1140.0,0.0,0.0,1.0,10522.0
1987,768.0,0.0,0.0,0.0,10370.0
1988,789.0,0.0,0.0,0.0,10991.0
1989,680.0,0.0,0.0,0.0,11437.0
1990,645.0,0.0,0.0,0.0,12705.0
1991,736.0,0.0,0.0,0.0,12977.0
1992,636.0,0.0,0.0,0.0,13179.0
1993,787.0,0.0,0.0,0.0,13791.0
1994,897.0,0.0,0.0,0.0,14070.0
1995,799.0,0.0,0.0,0.0,14608.0
1996,1232.0,0.0,0.0,0.0,15752.0
1997,1381.0,0.0,0.0,0.0,16084.0
1998,1342.0,0.0,0.0,2.0,14946.0
1999,1170.0,0.0,0.0,11.0,15771.0
2000,1011.0,0.0,0.0,246.0,17349.0
2001,879.0,0.0,0.0,365.0,18831.0
2002,584.0,0.0,0.0,447.0,19293.0
2003,594.0,0.0,0.0,366.0,21235.0
2004,593.0,0.0,0.0,617.0,23466.0
2005,808.0,0.0,0.0,717.0,27454.0
2006,843.0,0.0,0.0,759.0,32674.0
2007,729.0,0.0,0.0,755.0,36331.0
2008,835.0,0.0,0.0,963.0,42872.0
2009,967.0,0.0,0.0,2226.0,37129.0
2010,1024.0,0.0,0.0,3247.0,39103.0
2011,1224.0,0.0,0.0,4612.0,41499.0
2012,893.0,0.0,0.0,4369.0,40201.0
2013,711.0,0.0,0.0,4433.0,40979.0
2014,869.0,0.0,0.0,4406.0,42021.0
2015,,,,,39864.0
